File,Average Accuracy,Expected Output,Actual Output,Accuracy Rate
code_18.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n1 2 6 15\n2 6 15\n2 3 6 15\n4\n2 5 6 15\n6\n8 7\n8\n9 6 15\n10 6 15\n2 11 6 15\n12\n8 13 7\n6 14 15', '1\n1 2', '0\n1 2 7\n2 7\n3 12\n4 5\n5\n10 4 5 6\n7\n8 10 4 5\n9\n10 4 5\n9 11', '0\n1\n2 4 8 9 13\n3\n9 4\n1 5\n6\n9 4 13 7\n8 9 4 13\n9\n10 6\n1 11 5\n12', '0\n1\n1 2 3\n1 3\n1 3 4\n5\n1 2 3 6\n8 7\n8\n9 3 1', '0\n1 2\n2\n2 3\n4 5\n5\n6 7\n7', '0\n8 1\n2 3\n3\n8 4\n3 5\n10 6\n10 6 7\n8\n9 3 5', '0\n1 3\n2 3\n3\n4\n8 9 5\n8 9 5 6\n1 10 3 7\n8\n8 9', '0\n1 3 6\n2\n3 6\n2 4 5\n2 5\n6\n7\n8 2\n9 2 4 5\n1 10 3 6\n2 11\n12\n13 7', '0\n8 1 2 3\n2\n8 2 3\n2 3 4 7 8\n2 3 5 8 9\n2 3 6 8 9\n8 2 3 7\n8 2\n8 9 2 3\n10', '0\n1 2 6 15\n2 6 15\n2 3 6 15\n4\n2 5 6 15\n6\n8 7\n8\n9 6 15\n10 6 15\n1 2 6 11 15\n12\n8 13 7\n6 14 15', '0\n1\n2 5\n1 3\n1 3 4\n5\n2 5 6\n8 7\n8\n9 3 1', '0\n1 4 5\n2\n2 3\n4 5\n5\n6 7\n7', '0\n1 3\n2 3\n3\n4\n8 9 5\n8 9 5 6\n8 9 5 7\n8\n8 9', '0\n1 3 6\n2\n3 6\n2 4 5\n2 5\n6\n7\n8 2\n9 2 4 5\n1 10 3 6\n2 11\n12\n13 7']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_59.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['15\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15', '2\n1\n2', '12\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12', '13\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '8\n1\n2\n3\n4\n5\n6\n7\n8', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '14\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14', '11\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11', '15\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '8\n1\n2\n3\n4\n5\n6\n7\n8', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '14\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_27.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_42.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_13.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_4.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_52.py,0.06666666666666667,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['1\n1\n2', '0\n1', '2\n1\n2\n3\n4\n6\n8\n10', '2\n2\n4', '1\n2\n3', '2\n1\n3', '3\n1\n2\n4', '1\n1\n2\n5', '1\n1\n3\n4\n5\n8', '1\n1\n3\n4\n5\n6', '1\n1\n2', '1\n2\n3', '2\n1\n3', '1\n1\n2\n5', '1\n1\n3\n4\n5\n8']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_66.py,0.06666666666666667,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n6 8 12', '0\n1', '0\n7 9 12', '0\n3 6 9 12', '0\n5 8', '0\n1 3 5 7', '0\n2 8 10', '0\n1 4 8', '0\n6 7 11 12 14', '0\n8 10', '0\n6 8 12', '0\n5 8', '0\n3 5 7', '0\n1 4 8', '0\n5 6 7 11 12 14']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_37.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['1\n9', '1\n1', '1\n11', '1\n4', '1\n6', '1\n8', '1\n7', '1\n7', '1\n1', '1\n7', '1\n9', '1\n6', '1\n8', '1\n7', '1\n1']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_17.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['1\n2', '1\n2', '1\n2', '1\n2', '1\n2', '1\n2', '1\n2', '1\n5', '1\n7', '1\n2', '1\n4', '1\n2', '1\n2', '1\n5', '1\n7']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_46.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n3\n4\n5\n7\n8\n9\n10\n11\n13\n14', '1', '0\n3\n4\n5\n6\n8\n9\n10\n11\n12', '0\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13', '0\n2\n3\n4\n5\n6\n7\n8\n9\n10', '0\n3\n4\n5\n6\n7\n8', '0\n2\n3\n4\n5\n6\n7\n9\n10', '0\n2\n4\n5\n6\n7\n8\n9\n10', '0\n2\n4\n5\n7\n8\n9\n10\n11\n12\n13\n14', '0\n4\n5\n6\n7\n9\n11', '0\n3\n4\n5\n7\n8\n9\n10\n11\n13\n14', '0\n2\n3\n4\n5\n6\n7\n8\n9\n10', '0\n6\n7\n8', '0\n2\n4\n5\n6\n7\n8\n9\n10', '0\n2\n4\n5\n7\n8\n9\n10\n11\n12\n13\n14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_72.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['15\n15 14 13 12 11 10 9 8 7 6 5 4 3 2 1', '2\n2 1', '12\n12 11 10 9 8 7 6 5 4 3 2 1', '13\n13 12 11 10 9 8 7 6 5 4 3 2 1', '10\n10 9 8 7 6 5 4 3 2 1', '8\n8 7 6 5 4 3 2 1', '10\n10 9 8 7 6 5 4 3 2 1', '10\n10 9 8 7 6 5 4 3 2 1', '14\n14 13 12 11 10 9 8 7 6 5 4 3 2 1', '11\n11 10 9 8 7 6 5 4 3 2 1', '15\n15 14 13 12 11 10 9 8 7 6 5 4 3 2 1', '10\n10 9 8 7 6 5 4 3 2 1', '8\n8 7 6 5 4 3 2 1', '10\n10 9 8 7 6 5 4 3 2 1', '14\n14 13 12 11 10 9 8 7 6 5 4 3 2 1']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_23.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_33.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_62.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['6\n1 3 5 9 10 11 13 14', '-1\n1', '3\n1 3 6 8 11', '1\n2 10 11', '3\n4 6 7 9 10', '2\n1 4 6 8', '2\n1 2 7 9', '1\n2 6 7', '2\n8 9 11 13', '3\n1 4 5 6 11', '5\n3 5 9 10 11 13 14', '3\n4 6 7 9 10', '1\n1 6 8', '2\n2 6 7 10', '2\n8 9 11 13']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_56.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_0.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_16.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15', '0\n1\n2', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '-inf\n1\n2\n3\n4\n5\n6\n7\n8', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '-inf\n1\n2\n3\n4\n5\n6\n7\n8', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '-inf\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_47.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['13', '0', '10', '12', '8', '7', '8', '8', '13', '9', '13', '8', '6', '8', '13']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_73.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['3\n4 6 8 9 10 12 13 14', '1\n2', '7\n9', '6\n6', '3\n6 7', '7\n8', '5\n2 7 10', '5\n8', '6\n9', '3\n2 4 5 6 11', '3\n4 6 8 9 10 12 13 14', '4\n6', '5\n8', '5\n8', '6\n9 14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_22.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_32.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_63.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_57.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_1.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_26.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['None\n15', 'None\n1', 'None\n11', 'None\n13', 'None\n10', 'None\n8', 'None\n9', 'None\n10', 'None\n13', 'None\n11', 'None\n15', 'None\n10', 'None\n8', 'None\n10', 'None\n13']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_43.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_12.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_5.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_53.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', 'inf', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_67.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_36.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_44.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_15.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
